"year","lat","lon","sitenum","zonenum","cover","speciesnum","phylum","class","genus","species","spectype","specgroup","spectroph","covertype","development","pldDays","chla_mean","chla_std","filter_chla_mean","filter_chla_n","filter_chla_std","sst_mean","sst_std","filter_sst_mean","filter_sst_n","filter_sst_std","upw_mean","upw_std","filter_upw_mean","filter_upw_n","filter_upw_std","mytilus.rec"
1999,39.272500038147,-123.7975025177,24,2,32.7667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.02482089911824,0.781241500984185,0.855416002511978,125,0.398512659000643,11.415221780859,1.30969705759142,11.1875000144496,330,0.957534434739685,94.7017788887024,121.214884384246,72.5878347396851,20,92.2389545324491,0
1999,39.3400001525879,-123.819999694824,23,2,39.6333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.09050819741898,0.863434700732447,0.883716815604573,113,0.423278414614809,11.3594026621816,1.26454868376344,11.1067953109741,298,0.904550734913901,94.7017788887024,121.214884384246,72.5878347396851,20,92.2389545324491,0
1999,39.4149990081787,-123.809997558594,22,2,0.2667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.18831395305866,0.964655937099541,0.937215189767789,79,0.466385339850352,11.3096000035604,1.22760554407677,11.0722679692114,334,0.914028804941002,94.7017788887024,121.214884384246,72.5878347396851,20,92.2389545324491,0
1999,39.5974988937378,-123.779998779297,21,2,46.5667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.48062886558857,1.83433485177098,1.078637360544,91,0.672373333978497,11.251666653951,1.19016686129833,11.1098484752154,198,0.965360062973576,93.6817865868409,165.067129137466,121.221494902264,22,143.25454327328,0
1999,40.0200004577637,-124.073333740234,20,2,22.6,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.31794736636312,1.89203815912173,0.929933334721459,90,0.487906733658717,11.2768156248764,1.3551330338089,11.1646634370853,312,1.07755796590722,93.6817865868409,165.067129137466,121.221494902264,22,143.25454327328,0
1999,41.060001373291,-124.150001525879,19,2,26.8667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,3.16024812719876,4.83511857804057,2.11167999458313,125,1.73552256451134,10.8148304809958,1.3465802750595,10.49518023464,319,0.892537971414785,74.612119803826,173.938680375538,79.0670449852943,20,140.695070170353,0
1999,43.2999992370605,-124.400001525879,18,2,47.8667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.20359016051058,2.40328295325357,1.56724325171462,111,0.98597168629252,10.9271265243594,1.46991878136428,10.6274655762069,218,0.889090551520204,-32.7445004781087,154.067622245615,-1.30854519930753,11,118.474025218659,10.1620356075976
1999,43.310001373291,-124.393333435059,17,2,30.7,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.20359016051058,2.40328295325357,1.56724325171462,111,0.98597168629252,10.9271265243594,1.46991878136428,10.6274655762069,218,0.889090551520204,-32.7445004781087,154.067622245615,-1.30854519930753,11,118.474025218659,10.2549239332888
1999,43.3300018310547,-124.374000549316,16,2,26.7667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.10281818183986,2.31382844735836,1.52938614800425,101,0.918216461406942,10.997763128448,1.47657137473895,10.687647620524,254,0.883970802257632,-32.7445004781087,154.067622245615,-1.30854519930753,11,118.474025218659,10.3558366430371
1999,44.2000007629395,-124.110000610352,15,2,42.3,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.80846297023473,5.97031806997248,3.33492929947497,99,2.91043510268233,10.9407426762282,1.67791114636571,10.3411874818802,200,1.07204742158756,-43.0202072461446,143.572483265992,-14.118407682939,22,111.512528780081,22.9035715861969
1999,44.218334197998,-124.110000610352,14,2,68,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.80846297023473,5.97031806997248,3.33492929947497,99,2.91043510268233,10.975914633371,1.69499443555924,10.3773058085766,206,1.09776120599914,-43.0202072461446,143.572483265992,-14.118407682939,22,111.512528780081,23.2466528916658
1999,44.2425012588501,-124.110000610352,13,2,60.0667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.50837932989515,5.77896312966115,2.98216458438318,79,2.46374002061813,10.975914633371,1.69499443555924,10.3773058085766,206,1.09776120599914,-43.0202072461446,143.572483265992,-14.118407682939,22,111.512528780081,23.6989012979263
1999,44.7466672261556,-124.059997558594,12,2,75.3333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.08836783657129,3.87276676177694,3.17182501740754,80,2.17229277084027,11.1840211895277,2.29534600126217,10.2901278083975,176,1.27179478572164,-44.4201656977336,114.107265444282,-22.5151807611639,22,90.2261458458658,32.4265356171116
1999,44.8066673278809,-124.059997558594,11,2,78,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.08218350022211,3.62708110962967,3.22314001470804,100,2.05068965737217,11.2228723039018,2.32662221356514,10.2839377902332,193,1.27869500436304,-44.4201656977336,114.107265444282,-22.5151807611639,22,90.2261458458658,33.5493428358627
1999,44.8266677856445,-124.056666056315,10,2,69.7333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.12529671879915,3.85862165893564,3.08241465069899,82,2.01657066833357,11.2754825938162,2.35842102259982,10.3029028182911,211,1.30567069864759,-44.4201656977336,114.107265444282,-22.5151807611639,22,90.2261458458658,33.8765128652367
1999,45.9300003051758,-123.986666361491,8,2,85,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,6.98768524163299,7.40379306096679,4.85864287310717,98,3.25960711133732,11.131047084734,2.06541765596274,10.5165399362832,263,1.30084554964696,-35.5444173812866,92.7646207303517,-18.1020913557573,11,75.7413739481441,53.5338539453276
2000,32.7116661071777,-117.25,48,2,1.0667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.02038356467877,0.965854753491859,0.771270679464018,133,0.479526575518849,17.2554404006721,2.2346088308472,16.7346774126428,341,1.81507761368137,69.2296657164892,49.8447829484918,69.227099609375,10,42.306274998833,2.30752953682149
2000,32.8199996948242,-117.276664733887,47,2,46.7,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,0.808580112720721,0.815133424284471,0.630662721995066,169,0.374014107406282,17.3168117064464,2.24833591736097,16.7228102301159,274,1.774507342309,69.2296657164892,49.8447829484918,69.227099609375,10,42.306274998833,2.36712810538164
2000,32.8400001525879,-117.279998779297,46,2,10.6,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,0.687674243116018,0.528135251948153,0.56708943044267,123,0.245258313587629,17.3436169996329,2.28190201754803,16.7482652936663,245,1.80823639438161,69.2296657164892,49.8447829484918,69.227099609375,10,42.306274998833,2.37968431233997
2000,33.439998626709,-118.476669311523,45,2,2.8,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,0.456279849939382,0.307244907338591,0.37894693819844,245,0.153063577640689,17.1966644914657,2.08917205817736,16.9077004112104,711,1.91852815406205,57.3170409897963,44.1982210243755,48.737849509716,20,32.5940805727799,1.68428729538776
2000,33.4500007629395,-118.480003356934,44,2,0.9333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,0.456279849939382,0.307244907338591,0.37894693819844,245,0.153063577640689,17.1966644914657,2.08917205817736,16.9077004112104,711,1.91852815406204,57.3170409897963,44.1982210243755,48.737849509716,20,32.5940805727799,1.68893724558751
2000,33.4599990844727,-118.519996643066,43,2,0.4,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,0.443809701880412,0.283637538774025,0.380959677600092,248,0.15126805044542,17.1657744822578,2.08886678520559,16.8638059630323,804,1.90501825140346,45.4044162631035,33.7437674319098,45.5130998849869,10,27.0167413598607,1.65774654242486
2000,33.7000007629395,-118.286666870117,42,2,29.8333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.16630542080097,1.07768182775378,0.923043012378677,186,0.627276150879044,17.1798294728453,2.25446477171647,16.8784650199467,487,2.08321436891805,45.4044162631035,33.7437674319098,45.5130998849869,10,27.0167413598607,2.07563029158018
2000,33.7099990844727,-118.309997558594,41,2,22.1667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.16630542080097,1.07768182775378,0.923043012378677,186,0.627276150879044,17.0944473733206,2.24222686420495,16.7364975956251,424,2.02543078414238,45.4044162631035,33.7437674319098,45.5130998849869,10,27.0167413598607,2.06072874531586
2000,33.7599983215332,-118.419998168945,40,2,53.5667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.12200613886666,0.975273793516937,0.898106670876344,150,0.53699591503048,16.901242370296,2.2025418089631,16.457301122492,440,1.89680942721302,45.4044162631035,33.7437674319098,45.5130998849869,10,27.0167413598607,1.99273077631637
2000,34.0366655985514,-119.663335164388,38,2,47.0333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.1841866672039,1.23182895780526,0.881230769105829,208,0.464184255767215,15.5440870973579,1.74252590074328,15.4098722276896,685,1.65415821681337,77.1861252784729,57.0644384018698,83.2294288816906,21,44.594633655318,1.10325006026557
2000,34.043332417806,-119.780001322428,39,2,50.2,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.4789780216776,1.44486889202897,1.11096414436857,251,0.668646670782025,15.3691143241164,1.77953525847996,15.2511309230138,630,1.679444447911,77.1861252784729,57.0644384018698,83.2294288816906,21,44.594633655318,0.866667193909357
2000,34.060001373291,-119.850001017253,37,2,42.0667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,1.77947619426381,1.79595455659702,1.29891935531651,248,0.794822199880794,15.1609325902215,1.81377698676402,14.9781355777029,590,1.67514932825711,77.1861252784729,57.0644384018698,83.2294288816906,21,44.594633655318,0.647162246578101
2000,34.4540008544922,-120.055999755859,36,2,53,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.16032432543265,1.71059402914275,1.69954135005635,133,0.981190002212501,15.0901639057639,1.83343494088667,14.8236363439849,330,1.54753227677847,77.1861252784729,57.0644384018698,83.2294288816906,21,44.594633655318,0.747063311383778
2000,34.4599990844727,-120.268179460005,35,2,42.7,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.26676397108884,1.6531654477605,1.86708903598459,146,1.05852031738162,14.8790291239162,1.77062289060353,14.5114436082437,355,1.44722345600704,77.1861252784729,57.0644384018698,83.2294288816906,21,44.594633655318,0.208286390960518
2000,34.4599990844727,-120.269996643066,34,2,58,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.26676397108884,1.6531654477605,1.86708903598459,146,1.05852031738162,14.8790291239162,1.77062289060353,14.5114436082437,355,1.44722345600704,77.1861252784729,57.0644384018698,83.2294288816906,21,44.594633655318,0.206517839479457
2000,35.6100006103516,-121.150001525879,33,2,8.4483,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.40388542848329,2.10543667872594,1.90252273665233,88,1.28629454618925,13.1152834023541,1.30581233724664,12.7962053673608,224,0.871024646138024,84.3648289938768,65.8996174428195,91.0989950384412,21,53.1619344243023,0.440350761667728
2000,35.6300010681152,-121.190002441406,32,2,20.8966,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.30719230858943,2.51336151005592,1.7784069009896,145,1.24710194546989,13.1504378986966,1.36004505053874,12.8231316800644,281,0.909665879325332,84.3648289938768,65.8996174428195,91.0989950384412,21,53.1619344243023,0.482575421900098
2000,35.6599998474121,-121.279998779297,31,2,6.2069,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.36598611064255,2.70261942718163,1.76060150462882,133,1.33106762312282,13.1163934306369,1.4171221398364,12.7697789669037,328,0.982891375176154,84.3648289938768,65.8996174428195,91.0989950384412,21,53.1619344243023,0.570442529557021
2000,36.4466667175293,-121.923332214355,30,2,17.1333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.37608333138956,2.70657689418721,1.70401526270932,131,1.46095870010891,12.697610280093,1.19285075339664,12.3609574378805,235,0.691487652123075,84.3648289938768,65.8996174428195,91.0989950384412,21,53.1619344243023,1.67598525706376
2000,36.4799995422363,-121.940002441406,29,2,8.4,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.37608333138956,2.70657689418721,1.70401526270932,131,1.46095870010891,12.7090018614015,1.20124700812094,12.3602272710759,231,0.667970006383837,84.3648289938768,65.8996174428195,91.0989950384412,21,53.1619344243023,1.71519512797494
2000,36.5099983215332,-121.946665445964,28,2,24.5333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,3.66088386831745,5.48955230541411,2.67640816617985,147,2.6234079571127,12.7885274050987,1.19283130850976,12.440259747691,308,0.620909084192704,84.5350758632024,72.1239238494104,87.6753910541534,10,55.2877727637757,1.74447040127738
2000,38.310001373291,-123.069999694824,27,2,52.1667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,7.97212389876357,10.181792831521,5.98793459551357,107,5.15848062551384,11.8459677388591,1.17165959236103,11.5075301147369,332,0.665642262335594,58.5866669019063,77.546919153568,70.8515460274436,11,68.9570997908824,4.02270578188487
2000,38.3199996948242,-123.069999694824,26,2,27.8667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,7.97212389876357,10.181792831521,5.98793459551357,107,5.15848062551384,11.8388703162657,1.17256414409033,11.5016092740133,334,0.668093524777508,58.5866669019063,77.546919153568,70.8515460274436,11,68.9570997908824,4.03086190574221
2000,38.3833325703939,-123.086664835612,25,2,52.7,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,8.86277921942921,11.6150776682955,6.21809723476569,72,5.38213686555242,11.7268188819059,1.06132044310312,11.4449231958227,293,0.599866096632139,58.5866669019063,77.546919153568,70.8515460274436,11,68.9570997908824,4.09454063032581
2000,39.272500038147,-123.7975025177,24,2,44.6897,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,3.92376514456489,6.08207577862251,2.63316936454465,124,2.7864754450139,11.9921006781084,0.826355871011282,12.0108770665543,362,0.58516671427468,61.8161251544952,95.1597719624696,71.7960000719343,21,76.4210764824481,5.33236712496883
2000,39.3400001525879,-123.819999694824,23,2,31.6333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,3.83523331557711,6.31731818833175,2.5702368509874,114,2.66229273892697,12.0144444406768,0.816160356198867,12.0189667657621,346,0.605053962406479,61.8161251544952,95.1597719624696,71.7960000719343,21,76.4210764824481,5.40364996305893
2000,39.4149990081787,-123.809997558594,22,2,0.2069,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.28579757859309,7.13811884287193,2.65283544116382,79,2.65249581314151,11.9966139825687,0.801835374538398,11.9925791456077,379,0.590117385067713,61.8161251544952,95.1597719624696,71.7960000719343,21,76.4210764824481,5.4576190421366
2000,39.5974988937378,-123.779998779297,21,2,71.1,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,5.15263830727719,7.27208839439062,2.66974390279956,82,2.79159103037042,11.951568784984,0.809151499062526,11.9858294544132,217,0.631012059224293,72.7239420215289,132.160187496306,87.8528734257347,19,89.2265669290948,1.25000184519618
2000,40.0200004577637,-124.073333740234,20,2,21.4333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.59954641037381,3.32487753898059,2.04505376661977,93,1.75843375721735,11.7512837899698,0.906257827632626,11.7873820808699,318,0.685035240405909,72.7239420215289,132.160187496306,87.8528734257347,19,89.2265669290948,0.612635549716036
2000,41.060001373291,-124.150001525879,19,2,22.3,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,6.90445670696694,6.42574626348088,4.91286486279857,111,3.77428698510729,11.6669791671965,0.889214592862115,11.5300156733833,319,0.746687650819758,66.7461087505023,143.003370383223,70.8348301649094,20,113.727624988185,2.19055209064119
2000,43.2999992370605,-124.400001525879,18,2,53.4333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.94212592244148,3.4509283230273,2.01957376838708,122,1.54428486964803,11.8947618999178,1.44197777232488,11.6397849394002,279,1.17389839007249,1.49654964605967,101.629150380214,16.8865111139086,9,70.6895975458745,9.05217721281027
2000,43.310001373291,-124.393333435059,17,2,25.1,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.94212592244148,3.4509283230273,2.01957376838708,122,1.54428486964803,11.8947618999178,1.44197777232488,11.6397849394002,279,1.17389839007249,1.49654964605967,101.629150380214,16.8865111139086,9,70.6895975458745,9.05552899159609
2000,43.3300018310547,-124.374000549316,16,2,2.6667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,2.86533043876938,3.51493132794502,2.02701887066634,106,1.59585542356359,11.8937665853323,1.41759707197672,11.6402238874293,335,1.16141219595752,1.49654964605967,101.629150380214,16.8865111139086,9,70.6895975458745,9.05790602642609
2000,44.2000007629395,-124.110000610352,15,2,51.7333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.63009916110472,4.69608590122408,3.25141122240887,107,2.83490295887261,11.6615506787843,1.59045286677919,11.2844497963572,209,1.28803572712131,-10.8301119804382,93.1641573178762,-4.91593069779245,19,68.8971882630497,5.32142448364931
2000,44.218334197998,-124.110000610352,14,2,81.3,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.63009916110472,4.69608590122408,3.25141122240887,107,2.83490295887261,11.7455566748977,1.61119336603569,11.3813341038109,223,1.3090668240588,-10.8301119804382,93.1641573178762,-4.91593069779245,19,68.8971882630497,8.23230788445288
2000,44.2425012588501,-124.110000610352,13,2,37.1333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.86947420608137,4.87760396320774,3.36916470422464,85,2.91039620293722,11.7455566748977,1.61119336603569,11.3813341038109,223,1.3090668240588,-10.8301119804382,93.1641573178762,-4.91593069779245,19,68.8971882630497,11.3379743266059
2000,44.7466672261556,-124.059997558594,12,2,66.0667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.94995835454514,7.02994165669082,2.97755174561479,87,2.53669801870892,11.6097527668153,1.81529932540447,11.2927500267029,250,1.54041688174633,-26.0681612491608,80.6953431843629,-14.0439032641324,22,73.2532986489185,9.98716482409319
2000,44.8066673278809,-124.059997558594,11,2,76.4667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.88485952620664,6.66039820812871,3.06979092657566,110,2.62765202622601,11.6301496599762,1.86523196403061,11.2912644971752,259,1.57247343541751,-26.0681612491608,80.6953431843629,-14.0439032641324,22,73.2532986489185,10.0361098654683
2000,44.8266677856445,-124.056666056315,10,2,65.1667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,4.55824745530935,5.62728620283813,2.98939773948355,88,2.61689830770312,11.6844269223387,1.93125945902901,11.3673736592923,277,1.65939028057522,-26.0681612491608,80.6953431843629,-14.0439032641324,22,73.2532986489185,10.0500233300727
2000,45.7549991607666,-123.965000152588,51,2,8.8333,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,5.73621569077174,5.7720459561101,4.52369474737268,95,3.50026819120265,12.0558009033432,2.30982356438746,11.8385252365931,317,2.16613140256044,-28.9795488913854,79.2450719634354,-17.7131439122287,11,72.9896436324448,10.741221141144
2000,45.7700004577637,-123.970001220703,9,2,0.3,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,5.73621569077174,5.7720459561101,4.52369474737268,95,3.50026819120265,12.0558009033432,2.30982356438746,11.8385252365931,317,2.16613140256044,-28.9795488913854,79.2450719634354,-17.7131439122287,11,72.9896436324448,10.7570640314478
2000,45.9133326212565,-123.976669311523,50,2,38.8,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,6.42350000531777,6.09723860263774,5.17918823045843,85,4.15331315497139,12.0575528735481,2.32715557623823,11.9218359351158,320,2.24630237853878,-28.9795488913854,79.2450719634354,-17.7131439122287,11,72.9896436324448,10.878794601331
2000,47.8600006103516,-124.569999694824,6,2,0.1667,75,"Mollusca","Bivalvia","Mytilus","californianus","Mussel","Invert","Susp","Percent","Plankfeed",9,9.09458332701966,7.44877190091312,7.55664647347999,99,5.53313383606636,11.753400018692,2.22317644431949,12.2169886545701,220,1.89064208312814,-42.9558106636008,60.856280043378,-33.2872482186014,22,54.0055746782096,12.8945578194738
